"","userId","verb","doenetId","activityCid","pageCid","pageNumber","attemptNumber","pageVariantIndex","activityVariantIndex","object","context","result","timestamp","version","time_person","time_activity","oldPage","answerAncestor","item","itemCreditAchieved","pageCreditAchieved","componentName","componentType","objectType","objectname","componentId","newPage","response","responseText","creditAchieved","x","y","xmin","xmax","ymin","ymax","point1","point2","version_num"
"1","fr8XB0LT4HTpVrv2xfat5","experienced","_7HRW969pdrvTOGMxdtERl","bafkreiastywtxq2waltiwqt2l6foiedx2y4g3iboyfqrnrnn2udjd5wwri","bafkreicbeuzzo2s4xwic2gudubuzzzps7oviwt37u44ts6csdisgxlivaa","1","1","1","1","{""componentName"":""/_document1"",""componentType"":""document""}","{}","{}",2022-08-29 14:03:31,"0.1.1",0,0,NA,NA,NA,NA,NA,"/_document1","document",NA,NA,NA,NA,
